deskripsi,komentar,menatap,memegang
sekelompok anak laki-laki mengomentari saya dalam perjalanan pulang,1,0,0
"Saya sedang berjalan menyusuri jalan di daerah pemukiman yang berdekatan dengan pasar Kailash Colony sekitar jam 630/7 malam (mulai gelap) ketika tiba-tiba saya menyadari bahwa saya sedang diikuti oleh seseorang. Aku melihat ke belakang dan ada seorang pria berjalan di belakangku berkata, aku ingin bercinta denganmu, aku ingin menidurimu. Saya berjalan sangat cepat menuju area yang lebih ramai (berkeliling di pasar Kailash Colony) dan untungnya mobil saya bisa selamat tepat waktu. Insiden itu menimbulkan ketakutan dan saya mencoba untuk tidak berjalan di area non-pasar di Delhi.",1,0,0
"Seorang wanita mengenakan blus atasan dan stocking berjalan di pinggir jalan. Dua pria mengejeknya ketika pantatnya seperti kasur enam inci. Wanita itu tidak berbicara, hanya menatap mereka dengan mata miring dan terus berjalan.",1,0,0
teman saya dilecehkan secara seksual oleh seseorang yang memiliki kedudukan tinggi. akhirnya dia harus meninggalkan pekerjaannya tapi kemudian dia komplain ke hr. hr mulai mengadakan lokakarya setelah itu,0,0,0
dikuntit oleh penjaga koloni saya,0,0,0
"anak laki-laki berkomentar, sepanjang waktu!",1,1,0
"Suatu ketika di kelas komputer saya, seorang senior mencoba membius saya",0,0,0
"ITU TERJADI DEKAT Kediaman SAYA yaitu di RK PURAM SEC 8, DEKAT JALAN SEKOLAH PEMERINTAH..AUDAH SEORANG PRIA BERJALAN DI BELAKANG SAYA SETELAH BEBERAPA DETIK SAYA BARU MENYADARI BAHWA PRIA MENGELOMPOKKAN SAYA DARI BELAKANG",0,0,1
"Dalam perjalanan menuju pelatihan, seseorang terus-menerus menguntit saya setiap hari selama lebih dari sebulan.",1,0,0
Saya berjalan tadi malam dan dua pria memojokkan saya dan menyentuh kaki saya,0,0,1
ketika kita berjalan mereka melihat pantat kita dan mengatakan bahwa quottumetosha mbogaquot,1,1,0
Seorang pria mengikuti saya pada sore hari sekitar 1230 malam.,0,1,0
Saya sedang berdiri ketika seorang tetangga memukul saya.,0,0,1
Itu terjadi selama beberapa hari ketika saya turun dari bus di dunia dekat dengan rumah saya,1,0,0
"Itu terjadi di antara tiga anak yang akan menjadi saudara laki-laki dan perempuan (sepupu) saat bermain di kamar kedua anak laki-laki itu mencapai kesepakatan untuk bercinta dengan gadis itu. Sebelum gadis itu bisa menyadari, dia memiliki dua pria yang bercinta dengannya.",0,0,0
seorang pria mabuk terus mengikuti seorang siswa yang menanyakan nomor teleponnya. Dia terus berteriak padanya mengatakan bahwa dia sangat panas,1,0,0
Saya sedang berjalan ke satyaniketan dengan ayah dan pria saya membuat ajakan seksual,1,0,0
"Saya sedang berada di pasar Toi, beberapa penjual mitumba mulai memotret saya tanpa seizin saya, kemudian mereka mulai mengomentari saya bahwa jika seseorang menjebak saya, dia akan menjadi orang terkaya di dunia.",1,0,0
pria mabuk mengemudi dengan gegabah dan mencoba meraba-raba,0,1,1
"Pada sore hari, seorang pria lewat bersiul dengan sangat keras.",0,0,0
"Saya didekati oleh orang asing, saya menyuruhnya pergi dan dia mengatakan kepada saya bahwa kecantikan saya akan memudar setelah saya menolak untuk berbicara dengannya.",1,0,0
"Saat naik bus, seorang pria dengan sengaja menekan payudaraku dan membuatnya tampak tidak sengaja.",0,0,0
banyak orang memberikan komentar saat membaca.,0,1,1
"di kereta lokal, ketika kereta berhenti di sebuah stasiun, sekelompok pria masuk dan ada gadis ini berdiri sendirian. Jadi mereka mulai berkomentar dan menatap gadis itu sendiri. Gadis itu tidak merasa nyaman.",1,1,0
"Itu terjadi tahun lalu dengan salah satu teman saya di terminal bus stadion shivaji di malam hari, dia menunggu bus pulang dan ketika dia naik bus, dua penumpang yang duduk di bus menangkapnya dan mencoba memperkosanya. dia tapi entah bagaimana dia melarikan diri.",0,0,0
Saya melihat seorang gadis sekolah disentuh oleh beberapa gadis dan lebih dari mendengar mereka menyuruhnya untuk tidur dengan mereka,0,0,1
meraih barang saya,0,0,1
Ada banyak insiden tetapi untuk lebih spesifiknya di stasiun metro Rajiv Chowk ketika saya sedang menunggu kereta saya. Beberapa orang memanggil nama dan mencoba meraba-raba saya.,1,1,1
Saat itu hari Minggu pagi ada anak laki-laki yang duduk di luar gerbang kami dan ketika saya lewat dia mulai menelepon saya dan saya mengabaikannya. Dia kemudian mulai mengikuti dan menyentuh saya dan saya berteriak minta tolong,0,0,0
"harus menggunakan kereta bawah tanah ini kemarin jam 5 sore, berjalan dengan anak saya, itu sangat memalukan, dua pria yang lebih tua, jenis pengemis, membuat gerakan dan eksposur.",1,0,1
"Beberapa pria, duduk di sepeda mereka terus mengintai kelompok kami. Segera setelah sebuah mobil polisi lewat, kami memutuskan untuk melapor tetapi sebelum kami bisa, mereka melarikan diri dari tempat itu.",0,0,0
Banyak sekali kejadian yang saya alami tetapi yang ingin saya tulis di sini terjadi setahun yang lalu ketika seorang gadis 45 tahun yang diperkosa oleh tetangganya sendiri dan orang tuanya membawanya ke rumah sakit yang sama tempat saya berobat.,0,0,0
SAYA DAN TEMAN SAYA TELAH MENGHADAPI PELECEHAN DI SANA. KEBUTUHAN KEAMANAN POLISI LEBIH BANYAK DI AREA ITU.,1,1,1
Dia kembali ke rumah ketika orang asing yang lewat memukulnya.,0,0,1
"Saya pergi untuk membeli bahan makanan di toko, seorang pria hanya meremas dirinya ke arah saya mengatakan dia terburu-buru ke suatu tempat dan ingin dilayani sebelum saya, ketika saya bertanya kepadanya ada apa, mengapa Anda mendorong saya? ""Katanya. untuk ladies bodyquot saya merasa kesal, mengklik dan berjalan pergi tanpa membeli.",0,0,1
bersiul pada gadis-gadis. Ini di Panvel dekat perguruan tinggi.,1,0,0
Survei ini dilakukan oleh safecity (Red Dot Foundation) bersama dengan audit keamanannya di pasar jalanan di Mumbai.,1,0,0
Catcall dan berkomentar di malam hari.,1,0,0
seorang gadis diejek oleh seorang anak laki-laki dan dia menunjukkan beberapa ekspresi wajah kepada gadis itu.,0,1,0
Orang yang mengintai di dalam mobil.,0,0,0
"Saya sepulang kuliah dengan teman saya naik becak, seorang pria di dalam mobil di seberang jalan sedang mengintai dan memberikan komentar dan memberikan ekspresi jelek kepada kami, dia mengintai kami sampai kami mencapai stasiun metro.",1,1,0
PENCURIAN. EVE TEASING. CATATAN. OGLING DAN EKSPRESI WAJAH. TANGGAL DAN WAKTU TIDAK DITENTUKAN.,0,1,0
dimana mana,0,0,0
satu orang mencoba menyentuh saya di area pribadi saya di microbus .....,0,0,1
"Saya akan menjemput anak saya dari sekolah. Empat pria duduk di riksha otomatis, mereka terlihat mabuk, mulai memberikan komentar cabul tentang saya dan secara terbuka mulai meminta saya untuk berhubungan seks. Saya sangat takut bagaimana jika seseorang mendengar mereka dan menyalahkan saya karena saya seorang wanita. Saya hanya berlari secepat yang saya bisa.",1,0,0
Seorang gadis sedang berjalan dengan rambut diikat. dua anak laki-laki datang dengan sepeda dan dari belakang melepaskan cengkeramannya.,1,0,1
ketika kembali dari sekolah saya berbicara di telepon dengan teman saya .. beberapa orang mulai menggoda saya dan mengomentari saya. saya harus menutup telepon dan menjalankan dari sana,1,0,0
beberapa anak laki-laki di pvt bus pass mengomentari seorang gadis.,1,0,0
"Sambil berjalan, komentar murahan dilewatkan .. tetapi saya berhasil menampar pria itu dan melemparkan secangkir yogurt ke wajahnya .. membangunkan orang. jangan biarkan siapa pun membuat Anda merasa lemah atau tertekan. bbay adalah rumah dan Anda seharusnya aman di rumah.",1,0,0
"Saya pernah dilecehkan ketika saya berumur 15 tahun di sekolah saya sebelumnya, ini terjadi pada malam hari ketika saya pergi membaca di sekolah, seorang anak laki-laki yang pernah mencoba untuk berkencan dengan saya yang berusia 25 tahun, dia memiliki otot seperti gajah. Singkat cerita ketika anak laki-laki itu mencoba memperkosa saya dia terlalu besar dan ini membuat saya kencing dan berkeringat, dia mendorong tubuh saya sampai berdarah.",0,1,0
Di malam hari itu terjadi,1,0,0
ini terjadi di shiv vihar. Saya pergi ke pasar saat larut malam. penjaga toko pertama kali berbicara kepada saya tentang cuaca dan kemudian dia mulai berbicara kotor dengan saya.,0,0,0
Komentar Cabul yang disampaikan oleh orang-orang lofar.,1,0,0
berkomentar,1,1,0
"Saya tidak tahu apakah ini terjadi pada gadis atau wanita lain tetapi saya menghadapi ini setiap hari, pria yang berjalan ke arah saya menabrak saya dan pada dasarnya mencoba untuk memiliki sentuhan fisik. Dan jika Anda mengatakan sesuatu kepada mereka, mereka menyalahkan tempat itu begitu ramai dan bahwa mereka tidak pernah berarti apa-apa tetapi jelas kami para gadis jadi tahu ketika sesuatu dilakukan dengan sengaja atau terjadi karena kesalahan. Dan kami sangat terburu-buru sehingga kami tidak dapat berhenti setiap 5 langkah untuk menampar pria yang mencoba melakukan itu, dan ya, itu adalah seberapa sering hal itu terjadi. Setiap 5 langkah Anda akan ditabrak oleh beberapa pria yang berjalan ke arah Anda.",0,0,1
Seseorang membuat wajah aneh di depan seorang gadis di halte Bus. siang jam 1 siang,0,1,0
itu adalah salah satu teman teman saya yang mencoba menyentuh saya selama film dan ketika saya mencoba berteriak dia menutup mulut saya,0,0,1
Saya sedang menunggu teman saya di jalan dan seorang pria menatap saya dan memberikan tatapan tidak nyaman,0,1,0
berperilaku buruk,1,1,1
"Menyentuh / Meraba-raba, Intimidasi, Memilih mengantongi",0,1,1
"Saya berada di Goa selama beberapa hari sebagai orang asing di musim sepi dan menghadapi banyak situasi tidak menyenangkan seperti sekelompok pria datang untuk mengambil foto dan bertujuan untuk berfoto dengan saya. Suatu ketika ada dua orang laki-laki yang ingin memotret saya dan yang satu lagi menarik saya ke pinggir jalan dan memeluk payudara saya. Ketika saya mendorongnya dan pergi, mereka terus mengikuti dan menertawakan saya.",0,1,1
"Aku sedang pulang, tiba-tiba aku mendengar panggilan dan tidak memperhatikan atau berhenti tetapi anak laki-laki itu terus mengikutiku dan mulai menghinaku.",0,0,0
Saya naik matatu dari Makina ke Olympic dengan seorang wanita yoiung yang mengenakan rok mini. Para calo bersama dengan pria lain di pintu matatu mulai berbicara tentang dia yang menggambarkan seberapa baik dia dibuat,1,0,0
Saya melihat dua anak laki-laki di sepeda yang sedang mengomentari dan bersiul pada seorang gadis yang lewat di malam hari.,1,1,0
"Dalam perjalanan ke sekolah saya ada acara allay dimana sekelompok anak laki-laki duduk dan berkomentar, menggoda setiap gadis yang melewati daerah tersebut. Suatu ketika saya juga diejek di tempat yang sama oleh sekelompok anak laki-laki yang sama. Saya membagikannya dengan orang tua saya.",1,1,0
"Ketika saya sedang menyeberang jalan, saya sedang menelepon dan ponsel saya diculik oleh seorang pengendara sepeda.",0,0,0
Ketika saya sedang berjalan tiba-tiba seorang pria meraih tangan saya. Aku balas menamparnya.,0,0,1
Saya melihat seorang wanita disiul oleh beberapa pria yang menganggur,0,0,0
"Pada malam hari, seorang pria saat melewati seorang wanita menyambar rantainya dan melarikan diri, dia bergabung dengan seorang pria di sepeda dan melarikan diri.",0,0,0
Beberapa pria mencoba meraba-raba saya saat saya berjalan di antara dua bus di terminal bus Majestic di Bangalore.,0,0,1
"Seorang gadis dianiaya oleh pacarnya sendiri, dia dengan paksa mencoba menyentuh bagian tubuhnya dan berhubungan seks dengannya.",0,0,1
Saya diikuti oleh beberapa anak laki-laki saat kembali dari perguruan tinggi. Bagian itu cukup. Itu membuat saya sakral ketika mereka mulai memberi saya suara juga. Saya berjalan cepat dan pergi ke daerah di mana ada banyak orang. Kemudian mereka berhenti mengikutiku.,0,0,0
"Saya kembali dari kantor, sekitar jam 8 dan berjalan sendirian di jalan yang berdekatan dengan Leela Place, Jalan Bandara Lama. Sebuah bentangan kecil tidak cukup terang dan tiba-tiba sebuah wala otomatis datang dari sisi berlawanan dan memukul dada saya dengan tangannya saat sedang dalam mobil yang bergerak. Saat saya berdiri dalam keterkejutan, tidak ada yang datang untuk membantu. Ada orang-orang di sekitar dan auto wala di sekitar tetapi semua orang berpura-pura tidak melihat apa-apa. Pada saat saya bisa bereaksi, wala otomatis telah hilang.",0,0,1
Survei ini dilakukan oleh safecity (Red dot foundation) bersama dengan audit keamanannya di pasar jalanan di Mumbai.,1,1,1
"Saat itu di pagi hari, datang dari Gereja sekitar jam 530 pagi di Woodley ketika kami bertemu preman. Mereka menyuruh kami berbaring setelah mencuri dari kami, salah satu dari mereka meletakkan jarinya di vagina saya mencoba melepaskan celanaku. Cukup beruntung, saya mengenakan yang ketat sehingga tidak berhasil melepasnya karena dia sedang terburu-buru.",1,0,0
"Episode ini terjadi baru-baru ini pada salah satu teman saya yang tinggal di daerah ini. Dia bersama seorang teman lagi sedang bepergian dengan becak ke pasar. dia terlalu sibuk mengobrol dengan temannya sehingga dia bahkan tidak menyadari sekelilingnya. tiba-tiba ketika becak hendak berbelok ke kiri, dua orang laki-laki dengan kecepatan tinggi mendekati richshaw, sebelum tukang becak itu bisa menggunakan rem orang-orang itu mengaitkan rantaiku. teman dan lari. Dalam sentakan itu si richshaw terjatuh dan lutut dan sikunya terluka serta leher belakangnya saat snacther menarik rantai dengan paksa. tidak ada yang datang untuk membantu, bahkan Anda ada yang lewat.",0,0,0
"Beberapa anak laki-laki berkomentar dan menguntit perempuan, dan kami juga mengambil foto, atau foto",1,1,0
gangguan,1,0,0
Menguntit,0,0,0
meraba-raba,1,0,1
"Di central park, seorang lelaki tua sedang memotret tubuh saya. Itu terjadi sekitar jam 530 sore.",0,0,0
komentar tidak senonoh,1,1,0
"Saat itu pagi hari ketika saya pergi ke toko belanja 2 anak laki-laki berjalan melalui cara yang sama mengomentari saya dengan warna jaket saya, tidak nyaman mendengar komentar seperti itu",1,0,0
Seorang pria berkuda dengan helm yang terpasang dan berputar-putar di sekitar blok dan menunggu di tikungan untuk meraba-raba dan kabur dengan skuter.,0,0,1
dua pria catcall pada beberapa teman saya. kami mengabaikan mereka dan berjalan ke depan tetapi mereka mengikuti kami ke jarak tertentu sebelum pergi.,0,1,0
"Seorang pria di bus memegangi pahaku, aku membeku terlebih dahulu tetapi setelah beberapa detik, aku mendorongnya dari kursi, orang-orang di sekitar membantuku",0,0,1
Ada seorang pria yang terus-menerus mengomentari seorang gadis yang ketakutan dan ketakutan. Itu terjadi pada malam hari.,1,0,0
Anak perempuan tetangga saya diperkosa oleh kakeknya sendiri,0,0,0
sekelompok anak laki-laki mencoba untuk menyentuh saya dan ketika saya mulai melarikan diri mereka mulai mendorong saya ke bawah.,0,0,1
anak laki-laki yang duduk di dalam mobil mengklik gambar perempuan tanpa memberi tahu mereka ..,0,0,0
Saya sedang berdiri ketika seorang tetangga memukul saya.,0,0,1
Itu adalah konser dan seorang pria mencengkeram pantatku di malam hari,0,0,1
gangguan,0,0,1
"Mengomentari, catcall, bersiul, menyentuh, mengklik gambar",1,1,1
"Saya akan pulang ke rumah pada malam hari, dan seorang anak laki-laki di stasiun metro bersiul",1,0,0
Kami tidak memiliki toilet di rumah kami. Kami biasanya mengakses kompleks toilet umum. Toilet biasanya dikelilingi oleh sekelompok anak laki-laki dan mereka memberikan komentar. Itu terjadi sepanjang hari.,1,1,0
mereka mengikuti mode kami,1,0,0
Saya selalu mengalami pelecehan seksual. Yang buruk terjadi ketika saya di level 200. Seorang anak laki-laki yang tertarik pada saya hampir memperkosa saya di rumah saya sendiri tetapi saya diselamatkan karena bantuan tetangga saya yang datang membantu saya.,0,1,0
Saya dibuntuti dan orang itu ingin memiliki nomor telepon saya,0,0,0
"Catcalls, whistles, commenting, menyentuh / meraba-raba dekat stasiun metro dwarka mor di najafgarh road",1,1,1
pria melecehkan saya,1,1,0
Saya pergi ke sekolah. Seorang pria menunjukkan kepada saya organ seksualnya.,0,0,0
Anak laki-laki mengomentari dan meneriaki saya,1,0,0
panggilan,1,0,0
Suatu malam di dalam kompartemen kelas satu seorang pria sedang menatap teman saya dan kemudian mencoba untuk menyentuhnya.,0,0,0
"Begitu saya pergi ke pasar untuk membeli barang ketika saya merasakan seseorang mengikuti saya, saya menemukan seorang pria diam-diam mengikuti saya dan setiap kali saya melihatnya dia akan berpura-pura menggunakan teleponnya maka saya harus mengambil rute alternatif.",0,0,0
